2
15
61.714740753173828 441.05032348632812
93.933059692382813 447.59627151489258
132.59504699707031 452.71028900146484
172.99578857421875 457.61974716186523
218.71511840820312 461.60868072509766
263.513916015625 463.65428924560547
313.4267578125 464.57481002807617
361.60079956054687 464.57481002807617
410.69537353515625 462.32464218139648
456.31243896484375 459.46079254150391
501.72491455078125 454.34677505493164
542.4324951171875 449.13047409057617
582.73095703125 441.56172943115234
613.41510009765625 435.73174285888672
613.517333984375 435.62946319580078
14
606.04327392578125 70.714111328125
572.49530029296875 64.495452880859375
534.93798828125 58.685943603515625
494.97064208984375 54.39398193359375
450.38278198242187 50.5584716796875
405.15570068359375 48.161285400390625
356.41268920898437 46.882781982421875
310.38653564453125 46.72296142578125
261.6435546875 48.800537109375
216.57624816894531 51.996795654296875
171.9884033203125 56.951019287109375
133.31362915039062 61.42578125
95.437934875488281 69.256622314453125
63.315502166748047 75.8089599609375
